,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Deck
809,810,1,1,female,33.0,1,0,113806,53.1,E8,S,4.0
810,811,0,3,male,26.0,0,0,3474,7.8875,,S,2.0
811,812,0,3,male,39.0,0,0,A/4 48871,24.15,,S,2.0
812,813,0,2,male,35.0,0,0,28206,10.5,,S,2.0
813,814,0,3,female,6.0,4,2,347082,31.275,,S,2.0
814,815,0,3,male,30.5,0,0,364499,8.05,,S,2.0
815,816,0,1,male,29.0,0,0,112058,0.0,B102,S,1.0
816,817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,,S,2.0
817,818,0,2,male,31.0,1,1,S.C./PARIS 2079,37.0042,,C,2.0
818,819,0,3,male,43.0,0,0,C 7075,6.45,,S,2.0
819,820,0,3,male,10.0,3,2,347088,27.9,,S,2.0
820,821,1,1,female,52.0,1,1,12749,93.5,B69,S,1.0
821,822,1,3,male,27.0,0,0,315098,8.6625,,S,2.0
822,823,0,1,male,38.0,0,0,19972,0.0,,S,2.0
823,824,1,3,female,27.0,0,1,392096,12.475,E121,S,4.0
824,825,0,3,male,2.0,4,1,3101295,39.6875,,S,2.0
825,826,0,3,male,29.0,0,0,368323,6.95,,Q,2.0
826,827,0,3,male,29.0,0,0,1601,56.4958,,S,2.0
827,828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,2.0
828,829,1,3,male,29.0,0,0,367228,7.75,,Q,2.0
829,830,1,1,female,62.0,0,0,113572,80.0,B28,S,1.0
830,831,1,3,female,15.0,1,0,2659,14.4542,,C,2.0
831,832,1,2,male,0.83,1,1,29106,18.75,,S,2.0
832,833,0,3,male,29.0,0,0,2671,7.2292,,C,2.0
833,834,0,3,male,23.0,0,0,347468,7.8542,,S,2.0
834,835,0,3,male,18.0,0,0,2223,8.3,,S,2.0
835,836,1,1,female,39.0,1,1,PC 17756,83.1583,E49,C,4.0
836,837,0,3,male,21.0,0,0,315097,8.6625,,S,2.0
837,838,0,3,male,29.0,0,0,392092,8.05,,S,2.0
838,839,1,3,male,32.0,0,0,1601,56.4958,,S,2.0
839,840,1,1,male,29.0,0,0,11774,29.7,C47,C,2.0
840,841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,,S,2.0
841,842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,,S,2.0
842,843,1,1,female,30.0,0,0,113798,31.0,,C,2.0
843,844,0,3,male,34.5,0,0,2683,6.4375,,C,2.0
844,845,0,3,male,17.0,0,0,315090,8.6625,,S,2.0
845,846,0,3,male,42.0,0,0,C.A. 5547,7.55,,S,2.0
846,847,0,3,male,29.0,8,2,CA. 2343,69.55,,S,2.0
847,848,0,3,male,35.0,0,0,349213,7.8958,,C,2.0
848,849,0,2,male,28.0,0,1,248727,33.0,,S,2.0
849,850,1,1,female,29.0,1,0,17453,89.1042,C92,C,2.0
850,851,0,3,male,4.0,4,2,347082,31.275,,S,2.0
851,852,0,3,male,74.0,0,0,347060,7.775,,S,2.0
852,853,0,3,female,9.0,1,1,2678,15.2458,,C,2.0
853,854,1,1,female,16.0,0,1,PC 17592,39.4,D28,S,3.0
854,855,0,2,female,44.0,1,0,244252,26.0,,S,2.0
855,856,1,3,female,18.0,0,1,392091,9.35,,S,2.0
856,857,1,1,female,45.0,1,1,36928,164.8667,,S,2.0
857,858,1,1,male,51.0,0,0,113055,26.55,E17,S,4.0
858,859,1,3,female,24.0,0,3,2666,19.2583,,C,2.0
859,860,0,3,male,29.0,0,0,2629,7.2292,,C,2.0
860,861,0,3,male,41.0,2,0,350026,14.1083,,S,2.0
861,862,0,2,male,21.0,1,0,28134,11.5,,S,2.0
862,863,1,1,female,48.0,0,0,17466,25.9292,D17,S,3.0
863,864,0,3,female,29.0,8,2,CA. 2343,69.55,,S,2.0
864,865,0,2,male,24.0,0,0,233866,13.0,,S,2.0
865,866,1,2,female,42.0,0,0,236852,13.0,,S,2.0
866,867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,,C,2.0
867,868,0,1,male,31.0,0,0,PC 17590,50.4958,A24,S,0.0
868,869,0,3,male,29.0,0,0,345777,9.5,,S,2.0
869,870,1,3,male,4.0,1,1,347742,11.1333,,S,2.0
870,871,0,3,male,26.0,0,0,349248,7.8958,,S,2.0
871,872,1,1,female,47.0,1,1,11751,52.5542,D35,S,3.0
872,873,0,1,male,33.0,0,0,695,5.0,B51 B53 B55,S,1.0
873,874,0,3,male,47.0,0,0,345765,9.0,,S,2.0
874,875,1,2,female,28.0,1,0,P/PP 3381,24.0,,C,2.0
875,876,1,3,female,15.0,0,0,2667,7.225,,C,2.0
876,877,0,3,male,20.0,0,0,7534,9.8458,,S,2.0
877,878,0,3,male,19.0,0,0,349212,7.8958,,S,2.0
878,879,0,3,male,29.0,0,0,349217,7.8958,,S,2.0
879,880,1,1,female,56.0,0,1,11767,83.1583,C50,C,2.0
880,881,1,2,female,25.0,0,1,230433,26.0,,S,2.0
881,882,0,3,male,33.0,0,0,349257,7.8958,,S,2.0
882,883,0,3,female,22.0,0,0,7552,10.5167,,S,2.0
883,884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,,S,2.0
884,885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,,S,2.0
885,886,0,3,female,39.0,0,5,382652,29.125,,Q,2.0
886,887,0,2,male,27.0,0,0,211536,13.0,,S,2.0
887,888,1,1,female,19.0,0,0,112053,30.0,B42,S,1.0
888,889,0,3,female,29.0,1,2,W./C. 6607,23.45,,S,2.0
889,890,1,1,male,26.0,0,0,111369,30.0,C148,C,2.0
890,891,0,3,male,32.0,0,0,370376,7.75,,Q,2.0
